Rk,Player,PTS,Age,Team,Pos,G,GS,MP,PER,TSp,3PAr,FTr,ORBp,DRBp,TRBp,ASTp,STLp,BLKp,TOVp,USGp,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
155,Terry Rozier,675,25,MIL,SG,71,6,1616,9.1,0.618,0.855,0.065,1.2,9.6,5.5,8.5,1.1,0.3,8.6,12.6,1.5,1.3,2.7,0.08,-1.9,-0.4,-2.3,-0.1
156,Corey Kispert,705,30,MIA,PG,62,23,1612,10.8,0.503,0.485,0.173,2.8,12.8,7.9,15.1,1.1,0.8,10.2,20.6,-0.4,1.5,1.1,0.032,-2.4,-1,-3.4,-0.6
157,Moses Moody,711,25,WAS,SF,61,0,1602,11,0.584,0.584,0.156,2.3,9.5,5.9,9.7,0.8,0.8,9.6,17.5,1,0.1,1.1,0.033,-1.5,-2.2,-3.7,-0.7
158,Isaiah Hartenstein,637,22,GSW,SG,72,32,1596,12.5,0.581,0.597,0.238,3.3,9.4,6.3,8.3,1.6,1.7,7.8,17.5,1.7,1.7,3.5,0.104,-0.8,-0.1,-0.9,0.5
159,Gradey Dick,777,26,OKC,C,57,53,1590,18.9,0.599,0.04,0.244,11.3,29.7,20.7,18.3,1.4,3.9,15.3,16.7,3.2,3.6,6.7,0.204,0.5,2.6,3.1,2.1
160,Paolo Banchero,1191,21,TOR,SG,54,54,1587,10.9,0.543,0.504,0.24,2.9,10.3,6.5,8.9,1.5,0.6,10.4,21,0.2,1.2,1.4,0.044,-1.9,-1.3,-3.2,-0.5
161,Caris LeVert,745,22,ORL,PF,46,46,1582,20.1,0.551,0.299,0.423,3.5,22.5,12.5,26.1,1.1,1.7,11.2,33.6,1.1,2.5,3.5,0.107,3.4,0.1,3.5,2.2
162,Tristan Da Silva,505,30,2TM,SG,63,3,1566,14.7,0.573,0.478,0.257,2.7,11.1,6.9,18,1.7,1.9,10.5,19.4,2.1,1.5,3.6,0.111,0.5,0,0.5,1
163,Donte DiVincenzo,699,23,ORL,SF,72,36,1558,9.8,0.522,0.503,0.133,5,12.7,8.6,10.1,1,1,9.9,15.1,0.5,1.9,2.4,0.073,-2.3,-0.3,-2.6,-0.2
164,Miles McBride,582,28,MIN,SG,60,10,1551,14.2,0.581,0.739,0.11,2.2,13.3,7.8,20.4,2.3,1,13.6,19.5,1.6,2.2,3.7,0.115,0.8,1.2,2,1.6
165,Ziaire Williams,632,24,NYK,PG,62,9,1546,12.3,0.528,0.568,0.114,3.5,8,5.8,15.2,2,1,6.6,16.6,1.7,1.3,3,0.094,-0.5,0.4,-0.1,0.7
166,Isaiah Joe,707,23,BRK,SF,63,45,1541,11.9,0.55,0.581,0.237,4.3,17.5,10.6,8.5,2,1.8,10.5,18.2,0.5,1.6,2.1,0.066,-2.2,-0.1,-2.3,-0.1
167,Victor Wembanyama,1116,25,OKC,SG,72,14,1535,13.3,0.609,0.79,0.091,2.7,10.1,6.5,9.2,1.4,0.6,6.1,17.1,2.5,2,4.5,0.142,1,-0.2,0.9,1.1
168,Patrick Williams,546,23,CHI,PF,61,36,1527,8.9,0.512,0.523,0.165,2.9,12.6,7.8,10.2,1.4,1.8,13.5,16.9,-0.8,1.1,0.3,0.009,-3,-0.8,-3.8,-0.7
169,Jerami Grant,677,21,SAS,C,46,46,1527,24.1,0.594,0.47,0.221,5.7,29.9,17.8,18.3,1.6,10.4,13.7,30.4,1,2.8,3.8,0.119,3.5,2.9,6.5,3.3
170,Obi Toppin,822,30,POR,PF,47,47,1524,10.9,0.523,0.516,0.289,1.8,10,5.8,9.4,1.3,2.7,9.1,19.5,0.6,1.1,1.7,0.054,-1.4,-0.3,-1.7,0.1
171,Gabe Vincent,460,26,IND,PF,77,2,1513,17.6,0.647,0.506,0.195,4,18.7,11.4,11.9,1.4,1.7,9.2,20,2.8,1.6,4.4,0.139,2,-0.1,1.9,1.5
172,LaMelo Ball,1184,28,LAL,PG,71,11,1506,7.5,0.54,0.734,0.05,1.5,5.2,3.4,8.7,1.6,0.8,8.8,13.6,0.3,1,1.3,0.041,-3.8,-0.2,-3.9,-0.7
173,Jonas Valančiūnas,812,23,CHO,PG,47,47,1505,19.1,0.536,0.526,0.228,3.3,13.4,8.2,43.6,1.8,0.8,13.1,35.9,0.9,1.1,2,0.065,4.1,-1,3.1,1.9
174,Sam Hauser,570,32,2TM,C,79,21,1493,20.4,0.596,0.061,0.262,13.3,30.6,21.9,17.3,1.2,2.9,14.5,22.6,2.4,1.7,4.1,0.132,0.6,-0.2,0.4,0.9
175,Grayson Allen,645,27,BOS,PF,69,18,1490,12.5,0.624,0.845,0.018,3.2,12.7,7.9,5.7,1.3,0.8,4.8,14.1,2.3,1.7,4,0.129,0.6,-0.1,0.5,0.9
176,Ja Morant,1138,29,PHO,SG,62,5,1487,13.3,0.625,0.722,0.24,2.5,11.2,7,11.9,1.8,1.2,12.1,17.4,1.7,0.5,2.3,0.074,0.5,-1.1,-0.6,0.5
177,D'Angelo Russell,732,25,MEM,PG,49,49,1485,19.5,0.566,0.319,0.362,2.4,12,7.2,36.3,1.9,0.7,15.3,32.2,2.1,1.5,3.5,0.114,3.2,-0.7,2.5,1.7
178,Lauri Markkanen,892,28,2TM,PG,58,36,1480,14,0.522,0.564,0.227,1.5,11,6.2,31.2,1.9,1.5,13.3,24,0.6,1.3,1.9,0.063,0,-0.4,-0.4,0.6
179,Matas Buzelis,661,27,UTA,PF,47,47,1476,15.6,0.571,0.57,0.264,5.3,15,10.2,7.5,1.1,1.1,7.8,24,1.8,0.4,2.2,0.071,1.8,-2.1,-0.3,0.7
180,Kyle Filipowski,660,20,CHI,SF,78,29,1465,12.2,0.566,0.481,0.195,3.8,15.3,9.7,6.9,0.9,4.3,10.7,18.7,0.3,1.3,1.6,0.053,-2.2,-0.6,-2.8,-0.3
181,Dalton Knecht,674,21,UTA,C,70,25,1462,14.9,0.599,0.426,0.291,7.9,23.3,15.7,14,1.5,1.2,15.4,18.6,1.5,1,2.4,0.08,-0.6,-0.3,-0.9,0.4
182,Kevin Porter Jr.,755,23,LAL,SF,76,15,1452,12.5,0.593,0.614,0.15,2.7,13.1,8,6.7,0.8,0.4,5.8,18.2,1.6,0.9,2.6,0.085,-0.4,-1.7,-2,0
183,Luke Kennard,564,24,2TM,SG,74,4,1451,15.3,0.53,0.27,0.255,3.2,17.4,10.5,25.8,2.7,0.9,15.8,25.4,-0.2,2.3,2.1,0.071,-1.6,1,-0.6,0.5
184,Isaiah Stewart,435,28,MEM,SG,64,11,1448,13.4,0.628,0.605,0.129,2.7,10.1,6.5,18.4,1.6,0.3,13.6,14.5,2.5,1.2,3.7,0.123,0.8,0.1,0.9,1.1
185,Tari Eason,678,23,DET,C,72,4,1434,14.6,0.616,0.168,0.276,10.1,20.5,15.4,11.3,0.9,6.7,16.1,12.4,2.1,2.2,4.3,0.145,-1.6,2.2,0.6,0.9
186,Sam Merrill,509,23,HOU,PF,56,16,1402,18.5,0.571,0.332,0.188,9.2,17.8,13.5,8.3,3.3,3.1,9.7,19.3,2.1,2.9,5.1,0.174,1,2.7,3.7,2
187,Jamal Shead,513,28,CLE,SG,71,4,1401,11.1,0.583,0.868,0.068,3,9,6.1,9.6,1.8,0.9,7.4,14.3,1.8,1.5,3.3,0.112,-0.4,0.7,0.3,0.8
188,Ayo Dosunmu,566,22,TOR,PG,73,9,1397,10.2,0.504,0.435,0.135,2.1,6.5,4.3,30,1.9,0.7,17.9,18.5,-0.1,1.1,1,0.034,-3,-0.8,-3.8,-0.6
189,Ty Jerome,878,25,CHI,SG,46,26,1394,12.8,0.585,0.421,0.176,2,10,6.1,20.2,1.4,1.1,12.5,16.6,1.6,0.9,2.4,0.084,-1.4,-0.2,-1.6,0.1
190,Zach Edey,602,27,CLE,SG,70,3,1392,21,0.643,0.409,0.239,4,9.3,6.7,24.3,2.7,0.2,11.9,23.6,4.2,1.7,5.9,0.203,3.5,0.8,4.3,2.2
191,Goga Bitadze,481,22,MEM,C,65,54,1383,18.3,0.623,0.121,0.287,17.8,22.9,20.4,6.2,1.2,5.5,15.1,16.6,2.6,2.1,4.7,0.164,-0.2,0,-0.2,0.6
192,Aaron Gordon,697,25,ORL,C,68,41,1381,19.1,0.634,0.08,0.378,12.7,25.3,18.7,14.6,1.7,6.6,15.4,14.2,2.7,3,5.7,0.196,-0.4,3,2.6,1.6
193,T.J. McConnell,700,29,DEN,PF,49,40,1380,16.6,0.65,0.351,0.369,6,12.4,9.4,15.3,0.7,0.8,11.6,18.6,3.4,0.6,4,0.14,2.5,-1.6,0.9,1
194,Kel'el Ware,572,32,IND,PG,77,0,1376,18.6,0.547,0.08,0.117,3.6,11.9,7.8,37.5,2.8,1.3,14.2,23.5,1.5,1.6,3.2,0.11,0.7,0.7,1.4,1.2
195,Julian Strawther,579,20,MIA,C,62,34,1376,17.3,0.607,0.242,0.152,9.2,27.5,18.4,6.4,1.4,4.8,10.6,17.1,1.6,2.4,4,0.14,-0.7,0.6,-0.1,0.6
196,Nicolas Batum,313,22,DEN,SG,64,4,1374,9.4,0.559,0.557,0.175,1.4,9.5,5.7,7.6,1.3,1,9.9,17.7,0.4,0.7,1.2,0.041,-3.2,-1.4,-4.6,-0.9
197,Terance Mann,493,36,LAC,PF,78,8,1367,10.3,0.633,0.853,0.088,3.9,13.9,9,7.8,1.9,2.6,12.1,9,1.5,2.1,3.5,0.124,-1.2,2,0.8,1
198,Jeremy Sochan,617,28,2TM,SG,65,12,1365,12,0.585,0.403,0.168,5.3,10.6,7.9,11.6,1.7,1.1,9.8,14.5,1.6,1.3,2.9,0.102,-1.4,0.2,-1.3,0.3
199,Brice Sensabaugh,725,21,SAS,PF,54,23,1364,15.8,0.589,0.194,0.267,9.9,17.8,13.8,13.7,1.6,1.8,13.8,19,1.7,1.1,2.7,0.096,-0.8,-0.4,-1.2,0.3
200,Nick Smith Jr.,582,21,UTA,SF,69,13,1361,13.2,0.611,0.614,0.113,3.2,12.4,7.9,11.5,1.6,0.5,14.4,21.3,0.8,0.3,1.2,0.041,0.2,-1.6,-1.4,0.2
201,Jake LaRavia,458,20,CHO,SG,59,26,1352,8.2,0.501,0.537,0.08,1,9,4.9,16.4,0.6,0.4,12.4,20.8,-1,0.4,-0.6,-0.021,-3.3,-2.6,-5.9,-1.3
202,Ryan Dunn,473,23,2TM,PF,66,0,1349,12.6,0.591,0.421,0.341,7.2,13.3,10.3,14.6,2.2,1.6,18.2,14.4,1.4,1.5,2.9,0.103,-0.9,1,0.2,0.7
203,Paul George,665,22,PHO,SF,72,42,1346,10.1,0.513,0.555,0.083,6.9,13.3,10.2,5.5,1.5,2.7,7.8,16.4,0,0.7,0.7,0.025,-3.2,-1.2,-4.4,-0.8
204,Jordan Hawkins,604,34,PHI,PF,41,41,1334,14.5,0.543,0.47,0.17,2,17.4,9.3,20.9,2.8,1.5,14.7,23.5,-0.2,1.2,1,0.036,-0.5,0.1,-0.4,0.6
205,Jaime Jaquez Jr.,518,22,NOP,SG,56,9,1321,9.6,0.504,0.597,0.176,2,11.2,6.5,7.3,1.1,1.7,8.8,21,-0.7,0.2,-0.5,-0.018,-2.4,-3,-5.4,-1.2
206,Luke Kornet,422,29,BOS,C,71,15,1314,19.6,0.689,0.008,0.342,15.3,15.9,15.6,11.9,1.3,4.7,9.2,11.2,4.7,2,6.7,0.244,1.6,1.6,3.3,1.7
207,Bogdan Bogdanović,576,23,MIA,SF,64,16,1314,13.4,0.528,0.26,0.313,6.9,16.2,11.6,17.2,2.3,1,16.1,19.8,0.1,1.8,1.8,0.067,-1.9,0.6,-1.3,0.2
208,Jose Alvarado,551,32,2TM,SG,52,4,1311,11.5,0.567,0.591,0.138,1.8,11.4,6.6,15.5,1.5,0.8,12.6,18.8,0.8,1.2,2,0.073,-1.5,-0.2,-1.7,0.1
209,Ausar Thompson,583,26,NOP,PG,54,21,1310,13.7,0.528,0.593,0.143,2.1,8.9,5.4,27.9,2.7,1,13.1,19.4,0.9,0.6,1.5,0.055,-0.4,-0.7,-1,0.3
210,Trey Lyles,431,22,DET,SF,58,47,1301,17.4,0.57,0.104,0.306,9.4,15.7,12.6,14.7,3.6,2.9,13.5,19.2,1.4,2.4,3.8,0.14,-0.7,2.6,1.8,1.3
211,Jalen Johnson,680,29,SAC,PF,67,5,1295,12.3,0.547,0.638,0.22,6.6,19.9,13.3,8.1,1.5,1.7,8.8,14.3,1.2,1.2,2.4,0.089,-0.5,-0.3,-0.8,0.4
212,Donovan Clingan,410,23,ATL,SF,36,36,1284,17.3,0.569,0.26,0.232,5.1,26.1,15.3,20.5,2,2.6,15.1,22.5,0.7,1.6,2.3,0.088,0.4,1.4,1.8,1.2
213,Tyrese Martin,499,20,POR,C,65,35,1272,17.1,0.578,0.148,0.318,17.1,25.8,21.4,8.1,1.3,7.6,16.7,13.9,1.7,2.1,3.7,0.141,-1.9,1.4,-0.6,0.5
214,Justin Champagnie,495,25,BRK,SG,58,10,1268,11.1,0.534,0.614,0.126,4.8,14.6,9.5,14.7,1.3,0.6,12.4,18.4,0.2,0.9,1.1,0.041,-1.3,-1,-2.3,-0.1
215,Mason Plumlee,322,34,PHO,C,72,20,1263,14.6,0.643,0.015,0.633,10.3,28.5,19.6,13.6,1.2,3.3,18.8,10.8,2.3,1.2,3.5,0.133,-1.6,0.9,-0.7,0.4
